source,target
30843,119494
30875,128328
92358,177107
150302,25107
132591,90703
30843,91116
30875,155407
105458,141702
30875,91116
132591,119494
93534,30032
30843,155312
132591,155312
30875,119396
93534,119494
93534,14842
124292,177261
184541,95271
31892,81759
31892,31902
132591,119396
113945,24630
133166,93612
113945,115264
105458,119494
30843,177044
30875,125434
93534,177296
30875,177153
30875,26448
30875,174318
66580,151777
185241,185248
184541,30389
30875,125377
31892,3859
30875,86495
113945,123912
132591,118181
30875,123912
30875,128319
30875,119383
30875,91119
30875,115349
105458,68299
105458,119405
93534,155312
171531,171532
93534,90913
59656,90532
105458,155312
30843,55685
157551,94592
132591,155407
30875,24066
30843,46782
184541,177288
30875,119420
184541,17887
59656,128328
151762,128636
30875,67846
132591,119418
133166,133170
59656,133233
92358,151731
30875,119449
105458,123912
30843,27049
184541,17886
184541,177289
28003,95271
59656,176992
165134,119494
59656,22009
30875,65381
185241,94998
30875,30767
30843,30866
132591,119430
132591,119428
30875,21785
132591,119425
184541,16100
59656,119494
30875,119405
59656,141702
46833,32502
30843,25107
59656,133908
30843,128328
93534,95272
30875,92175
124292,141702
30875,75922
66580,133970
190677,95078
165134,141702
18841,92948
150302,55685
113945,115707
150302,141702
59656,133185
184541,168312
105458,44283
30843,92571
31892,31897
30875,78004
133166,28344
30875,115310
30875,119436
93534,30866
151762,155312
30875,29120
151762,119494
30875,90913
66580,132882
30843,177296
30875,30746
185241,16669
59656,115940
92358,52400
93534,24066
59656,63404
150302,78069
30843,120827
30875,80660
30875,30698
31892,93428
132591,121479
124292,155312
59656,59213
86102,92290
59656,63635
165134,30780
150302,119494
184541,32038
93534,128328
30875,119409
93534,91116
93534,119420
132591,6051
105458,30866
59656,155312
165134,165210
30875,67271
151762,176249
30875,46763
184541,155312
124292,119494
30875,30697
184541,177029
30843,46763
30875,46784
190677,190643
151762,146597
92358,177109
124292,22100
59656,24685
92912,22100
30875,42911
30875,119446
113945,113948
30875,175167
165134,155312
30843,67763
86945,22100
30843,171996
93534,175167
30843,60372
30875,30780
79368,150155
165134,30866
151762,70360
133166,133908
30843,90913
30843,120614
28003,177267
30875,120614
31892,31900
46833,46832
93534,133022
30843,24066
30875,60372
151762,14731
124292,59090
79368,150143
59656,93612
124292,89613
151762,128797
59656,24066
184541,177291
30875,93659
30843,93659
30875,91123
30875,85725
31892,32164
59656,32846
18841,18909
59656,102831
59656,193571
30843,119426
18841,46055
30843,174318
105458,78004
151762,86656
30875,61078
184541,81759
30843,59186
151762,16700
59656,155407
151762,146599
151762,121628
165134,128328
93534,27525
30843,14721
115979,186162
59656,85451
30875,29208
30875,47620
150302,46782
30875,30696
30875,31017
31892,91108
133166,90532
150302,155312
165134,26448
105458,68225
16100,95271
16100,16103
126974,95271
16100,32038
16100,127075
16100,177267
126974,177267
16100,155312
126974,127075
126974,16100
16100,32222
42911,119494
16100,119494
16100,31864
16100,4461
42911,155312
42911,141702
143926,104950
16100,141702
16100,127441
16100,83293
126974,32038
16100,6051
93514,95271
33606,141702
33606,119494
93514,91108
16100,32071
126974,31864
42911,91116
16100,16099
126974,32222
33606,177296
16100,119396
126974,171329
33606,33618
16100,119385
144998,18923
33606,155312
126974,171335
42911,30866
16100,177029
126974,93409
61875,90703
16100,32322
33606,14843
127092,95271
16100,118181
16100,104950
144998,27528
16100,171335
16100,177288
16100,171329
144998,14857
16100,98117
61875,18230
126974,59198
16100,6441
16100,3340
16100,119418
126974,6441
143926,95271
16100,3351
16100,59198
126974,4461
33606,90913
16100,24195
16100,177289
23220,86934
42911,174318
16100,15741
42911,67846
16100,93409
33606,93534
18228,18230
93514,177267
42911,120614
13535,159851
16100,177287
29004,63927
93514,32038
16100,5926
23220,86932
33606,30032
16100,169528
126974,32071
16100,169392
143926,135037
42911,119426
156763,92504
16100,32235
16100,41049
126974,141702
93514,127441
156143,94025
126974,155312
144998,154853
61875,95270
33606,91116
33606,30866
25559,25560
16100,119425
143926,90705
42911,119383
33606,95272
93514,83293
33606,19282
25559,95323
143926,94192
16100,44559
126974,169528
16100,93291
126974,25630
93514,31864
16100,177291
93658,155312
16100,126974
126974,119494
144998,154857
142831,92504
93658,119494
93936,128786
156763,93428
126974,24195
33606,119420
144998,24840
93658,141702
156763,81759
29004,52385
33606,90704
93514,17886
93514,177291
16100,132457
33606,14842
16100,91108
13535,42297
92888,165679
16100,31806
34701,177680
93936,93943
16100,158482
150691,92836
42911,93686
42911,46763
16100,3336
47578,47561
16100,18230
126974,169392
42911,46782
13535,62120
33606,92382
16100,59152
16100,123912
16100,95400
126974,25631
93658,177044
16100,27983
16100,32043
93514,177288
42911,128328
143926,98117
33606,78771
33606,133022
177313,94025
61875,160140
42911,90913
3818,92486
144998,4891
56865,189418
33606,171901
16100,177290
33606,27525
18228,90703
27037,141702
93936,128594
150691,90643
126974,93612
93658,177296
156763,156768
33606,24040
42911,179738
127092,15741
16100,119380
16100,94869
143926,6051
16100,93512
144998,120168
16100,119384
16100,32194
42911,46784
33606,92175
16100,5874
143926,25306
156763,91398
156763,46075
56865,149333
126974,127441
93514,17887
144998,90489
143926,25170
126974,95405
25559,165016
33606,14694
126974,16099
126974,3340
18228,126515
156763,3859
93514,30389
156763,31897
144998,22100
42911,119405
42911,115310
67274,75922
16100,95405
16100,75778
33606,24066
33606,175167
126974,171334
143926,48276
29004,187000
56865,143620
142831,31897
93936,89613
142831,93187
126974,177029
93514,16100
16100,32003
16100,145692
92888,4336
150691,46804
33606,174318
93514,171329
29032,141702
16100,32223
61875,94113
93936,168185
142831,25837
93514,93516
13535,94254
33606,119405
126974,31806
42911,123912
13535,92072
16100,31808
150691,90841
27037,119494
16100,95401
126974,123912
93658,27049
18228,119494
42911,119396
42911,91119
33606,59020
67274,67271
29004,175302
29032,177296
27037,4822
27037,16617
33606,26448
33606,46782
126974,59177
93658,91116
16100,24250
56865,56871
156763,57270
42911,128321
29032,27525
16100,55889
16100,93612
56865,185852
93514,104950
143926,16100
16100,31815
16100,155407
33606,67846
29032,119494
177313,90708
92888,4340
143926,155312
143926,93428
150691,91174
16100,93892
93514,127075
126974,83293
94024,14857
42911,119449
156763,15741
27037,155312
18228,155312
42911,119452
16100,171334
16100,31817
156763,95271
156763,160282
126974,24250
127092,86399
16100,25630
16100,43205
33606,4883
56865,87000
93514,30381
93514,95400
144998,144869
93514,16099
34701,18952
126974,32235
93514,98117
33606,128328
16100,32374
143926,104933
144998,91174
16100,30866
93514,81759
42911,133752
29004,28980
156763,191915
25559,172028
93514,32235
194618,177291
47578,47615
61875,177029
143926,32322
16100,94229
143926,59324
93936,22100
126974,177287
22044,141702
33606,47620
186687,186691
127092,177029
142831,191915
16100,176999
33606,89613
34551,104372
78192,155272
194618,91108
67274,71333
16100,25306
143926,32038
156763,31902
186687,20934
93936,95283
16100,119441
93514,32322
42911,115264
93514,177029
16100,32217
93514,4461
126974,177288
16100,25170
16100,127139
29032,90704
18228,18227
92888,127284
93514,155312
33606,24195
16100,53718
16100,42540
18228,177029
33606,91096
16100,119422
16100,119272
33606,16702
33606,60366
93658,46782
27037,27121
143926,177029
127092,177267
186687,55990
56865,52484
93514,177289
61875,94103
93658,93686
16100,3342
177313,144979
144998,94289
56865,16687
39475,39465
126974,32223
33606,20527
16100,28983
126974,119385
63363,92305
22284,14814
126974,75778
56865,17318
156143,130720
42911,141832
29004,154707
42911,59893
29004,121628
33606,16878
142831,57270
144998,95258
188311,147297
156763,25837
78192,57270
144998,144979
61875,119494
42911,16190
123726,93745
123726,123725
93514,27983
61875,132421
126974,16103
143926,119494
45709,94018
18228,79141
126974,119272
42911,24630
16100,90703
16100,194560
126974,27983
18228,151777
34701,4844
33606,59213
34701,127768
143926,104916
177313,176978
16100,16815
42911,120168
39475,155312
93514,119494
93514,168312
16100,104933
93514,70664
42911,177044
16100,70664
33606,177153
42911,68161
45709,177402
93658,120614
22044,119494
144998,115723
34701,16631
23220,79694
144998,155312
25559,95677
16100,25631
13535,36742
42911,128325
92888,5550
93936,16599
42911,115349
143926,3336
93514,6441
150835,86801
42911,177296
126974,95400
33606,46763
142831,65760
93936,18931
93514,32222
13535,159871
33606,55685
42911,141849
61875,83837
142831,32430
93936,29422
142831,81759
42911,16868
61875,106998
33606,61078
144998,89610
22284,21974
126974,169546
143926,93291
91382,92188
143926,31864
56865,68485
177313,92189
93658,93659
144998,177246
156763,91221
126974,29590
126974,28344
16100,94192
42911,119422
121905,90619
16100,91475
29004,69518
16100,31820
171911,93265
126974,15741
126974,176999
93514,171335
156763,90705
126974,115940
16100,90913
93936,93942
42911,131732
16100,23052
142831,46075
16100,23246
78192,32430
34551,16627
121905,121910
42911,31343
33606,75476
94024,18923
61875,103507
13524,63927
16100,94672
123726,16621
126974,32043
126974,177291
42911,92170
126974,104950
16100,81759
29004,159851
144998,119494
126974,70664
22044,93686
150641,94925
16100,28344
42911,93512
42911,171945
126974,95406
34551,86742
29004,52082
126974,98117
16100,159557
61875,131593
33606,119383
126974,43259
63363,90532
42911,24195
144998,120771
16100,194493
13535,29034
33606,30746
22044,155312
16100,93212
16100,30389
29032,47620
144998,141702
16100,119434
16100,155085
22044,120168
13535,13453
16100,194400
56865,68510
16100,43259
16100,121476
29032,90913
78192,153002
126974,23052
177313,145015
143926,5926
92483,90554
27037,93659
29032,14842
33606,15712
143926,134921
42911,191131
186687,94975
150691,32502
126974,92559
156763,170147
42911,43231
78192,57349
16100,95406
16100,25677
92888,93238
143926,94194
16100,119403
93514,169528
61875,195070
188311,14873
93936,144909
56865,94399
13524,13487
33606,123912
156763,177291
93514,57270
144998,89613
42911,92175
143926,91591
93514,95401
16100,128328
144998,159110
150691,150663
143926,94198
27037,93685
129473,141702
156763,91140
16100,29749
42911,119445
126974,28983
150835,94455
29004,119494
16100,17887
33606,96398
45709,91704
16100,92285
13535,13487
16100,135037
142831,155272
150691,128232
67274,171914
61875,94110
61875,155312
143926,29588
16100,118175
143926,177288
126974,127139
16100,91161
92888,177107
127092,177291
144998,128328
16100,119436
29004,52126
33606,91093
171911,61398
42911,187080
16100,113176
39475,24726
42911,115615
16100,3348
27037,119405
93514,169392
16100,143926
144998,27121
33606,113308
16100,119449
16100,95395
92888,93245
29032,93534
29004,95062
42911,155407
13535,185818
93514,30383
93658,30866
16100,119428
61875,31292
93936,14784
2950,192171
126974,93512
126974,145692
42911,16823
61875,90562
142831,91285
150691,94710
144998,23009
92888,95174
188311,95017
126974,41049
156763,98117
150641,26448
16100,118667
128328,141702
128328,119494
128328,155312
128328,123912
190957,92384
128328,177153
128328,30866
190957,119494
190957,141702
63546,90532
128328,119405
128328,24630
128328,174318
190957,155312
63546,63404
128328,91116
95322,96398
128328,90913
128328,26448
128328,120168
128328,92175
128328,125377
128328,67846
128328,24066
128328,24195
190957,30866
128328,119420
128328,93512
190957,93512
128328,115615
190957,123912
128328,68225
128328,133752
128328,177160
128328,115264
128328,119426
190957,174318
128320,141702
128328,89613
20967,20934
128328,93686
128328,78004
128328,47620
128328,120614
63546,92305
128315,141702
128328,119380
90956,95271
128328,46782
128328,34513
128328,175167
4850,18912
128328,177296
128328,22021
128328,42911
190957,92175
128328,179738
128328,22100
128328,171918
128328,52385
128328,55685
128328,106417
128328,46763
128328,119383
128328,91119
128328,119409
128328,119449
20967,20920
128328,119436
128328,75922
124869,14814
128328,128329
128328,190957
128328,85725
128315,119494
128328,128325
128328,68199
91136,93659
128328,128321
128328,119445
128328,16702
6033,93294
115258,141702
128328,93659
128328,189821
128328,115349
96151,39725
4850,128232
128328,27049
6033,18230
128328,59893
128328,67271
128328,27121
6033,107020
128320,128329
128328,119452
91136,141702
128328,21994
128328,119446
128328,61078
128328,171945
90565,14576
57006,57070
128328,54560
128328,92384
128328,141832
128328,59186
128328,24040
128320,119494
128328,119422
92417,119494
128328,27469
23293,26448
128315,155312
57006,92665
128328,177033
67078,52400
128320,155312
128328,88888
4391,186691
128328,112946
82430,66755
128328,120827
128328,171937
92417,155312
128328,47561
128328,31343
128328,90704
128328,52296
128328,119434
128328,68161
128328,16190
128328,177044
90183,16704
128328,14770
128328,141849
4850,22100
6033,90703
14881,94710
115258,119494
128328,128326
91136,27049
128328,80660
128328,171903
128328,15712
128328,96398
90183,19292
115258,123912
128328,95271
128328,60372
128328,25677
128328,59146
95322,14846
95322,119796
90565,120211
92417,103076
67078,91847
128328,128323
128328,29780
128320,177153
128328,133022
26013,141702
128328,187099
128328,119448
128328,125142
91136,16617
128328,3892
4850,130068
128328,121628
157510,94680
63546,63479
128328,16617
128328,19292
95322,141702
6033,92504
26013,26038
4693,95271
128320,128328
91136,105125
128328,29120
128328,59066
95322,14794
6033,119494
128328,169633
128315,128323
128328,125090
128328,16858
128328,16599
128328,120799
128328,16815
190957,91116
6033,90562
6033,95271
190957,24195
128328,25107
6033,155312
128328,71333
128328,24840
63546,95688
123768,93745
128328,27525
6033,90705
128328,92171
128315,123912
20967,146558
128328,47638
92417,143881
128328,93149
128328,115707
91136,120168
128328,39465
128328,67695
91136,155312
92417,40211
190957,90913
63546,92290
63546,86103
128328,30696
128328,171925
63546,97540
128328,57169
128328,92170
190957,191055
95065,92189
26013,18127
6033,168328
128328,46784
57006,155272
128328,91381
91136,119494
115258,155312
4693,83293
128328,14842
128328,131732
128328,92948
128328,30697
90565,141702
128328,94889
92417,45299
6033,106983
63546,63542
128328,14857
128328,60370
26013,25837
128328,120727
128328,119457
155090,119494
128328,18923
128328,91123
4391,186689
128328,24726
128328,22017
128328,34363
128315,24630
57006,57270
190957,177153
128328,18931
128328,69518
128328,112480
190957,128329
128328,31017
54893,52400
82430,60616
4850,171903
128328,90560
92417,45298
128328,93409
190957,3870
190957,119420
128328,60457
128315,128328
128328,61087
4391,94510
128328,94279
128328,77785
26013,119494
128328,103076
128328,57084
6033,18329
57006,78613
6033,183713
72449,20234
128328,90532
90565,27121
4850,177033
59318,149333
128328,144466
128328,15741
90565,18944
90956,24195
6033,86371
190957,18994
128328,95272
72449,172240
128328,30746
26013,155312
128328,128232
128328,94025
128328,128419
128320,190957
190957,177160
128328,25306
128328,165210
190957,128328
128328,182832
92417,124965
128328,91120
128328,147297
128328,105125
63546,108023
6033,25837
128328,177261
128328,59340
128328,90627
155090,141702
6033,94229
128328,86072
128328,115704
128328,29208
82430,21667
128328,144547
128328,32464
128328,29422
157510,108120
128328,46791
128328,61077
57006,57176
128328,14839
6033,192171
128328,145023
128328,64805
128328,14840
91136,93700
128328,68299
128328,16868
128328,119441
63546,187107
128328,30780
128320,30866
128328,105339
128328,30032
90565,120168
57006,56318
82430,96898
128328,30933
128320,115615
128328,115432
128328,90855
20967,57270
90565,128328
128320,92175
128328,177394
190957,59066
128328,23019
6033,135037
128328,187080
115258,133752
128328,51324
6033,57270
128315,120614
128320,30731
6033,32322
128328,146872
20967,85767
128328,18891
155090,155312
6033,31056
190957,15712
128328,93692
95322,119494
90956,93212
4850,177279
128315,93686
128315,30866
128328,94055
115258,128328
128328,144979
128328,193571
128328,86550
128328,24053
128328,90991
128328,115800
128328,177275
6033,95270
82430,129732
128328,22000
128328,120228
95322,14885
128328,22062
128315,119426
190957,67695
131363,189907
90565,16617
128328,176349
128328,14869
6033,177288
190957,92752
26013,119380
128328,106398
82430,18301
128328,115310
128328,120176
6033,106928
4391,185713
190957,67846
128328,90910
63546,63415
128328,92549
128328,92154
128328,57270
128328,75986
128328,3870
128328,16846
128328,90613
128328,20527
115258,30866
128328,16867
128328,102589
90956,141702
4391,154386
128328,78069
90183,152840
6033,4756
23293,27491
63546,42188
6033,53718
128328,191131
91136,27121
4693,95406
128328,115723
67078,14677
128328,43204
6033,191915
128328,14844
128328,89720
128328,18127
72449,116303
128328,59213
92417,93258
128320,123912
6033,94869
128328,91136
128328,65851
128328,92752
92417,45297
128328,128594
63546,29588
128328,18944
128328,90662
128328,187184
6033,98117
57006,92504
63546,63498
190957,85725
128328,59020
128328,14845
20967,155312
128328,119796
20967,155272
128328,93679
128328,120771
128328,176683
128328,16823
128328,22038
57006,18006
128328,14846
63546,59005
4391,57956
57006,68825
6033,104950
82430,59194
128328,17297
6033,39623
6033,176674
128328,93534
128328,187109
128328,93690
90565,155312
6033,91398
128328,22913
128328,78016
4693,16099
82430,120291
128328,22917
57006,68426
90956,93512
128328,24997
90565,93659
123768,123734
128320,80660
128328,133053
92417,93262
128328,16841
128328,28258
128328,131742
190957,16815
63546,86105
128328,23841
128328,27238
6033,155498
128328,29052
128328,183841
4391,77917
128320,92384
6033,93304
128328,69444
128328,93406
190957,125377
57006,155312
95322,119405
57006,78623
128328,145255
128328,187075
4693,93409
4391,82905
6033,6051
128328,145241
90565,119494
128328,133909
128328,165016
6033,29749
128328,187065
22281,177033
128328,14841
128328,52082
128328,120211
91321,27463
57006,32430
128328,16704
128328,16852
95322,155312
128328,14814
4850,46804
55474,91398
23293,102589
92417,106417
128328,92174
128328,16542
6033,37536
128328,65306
57006,70881
128328,187198
90565,45505
95322,177153
14881,17466
6033,81759
6033,25306
82430,85624
92417,34133
128328,27491
190957,61078
128328,27239
90565,95283
128328,177029
128328,91825
128328,22026
128328,34205
54893,91827
57006,159851
128328,41151
128328,43231
128328,89722
128328,133852
90565,4822
128328,30769
128328,24206
128328,24792
16426,36733
4850,14757
190957,24040
128328,29257
115258,179738
128328,115782
128328,115518
128328,59075
128328,120787
6033,106940
115258,24066
67351,132701
128328,61086
128328,115420
55474,98117
128328,25559
90899,15712
128320,177160
92417,146558
128328,14731
128328,91475
128328,93388
128328,128327
190957,88234
128328,27528
128328,159151
128328,77937
128328,80824
128328,30981
128328,185734
91136,93704
128328,14833
128328,43229
128328,92554
91136,60457
128320,174318
128320,119409
92417,24570
128328,190630
128328,115861
190957,3892
128328,24197
26013,25306
128328,16878
128328,52073
128328,34625
128328,30731
128328,29003
128315,25677
128328,116576
128328,120514
26013,123912
57006,57225
128328,124789
92417,125019
4850,119756
63546,85128
128328,95213
91136,120827
128328,92268
128328,187177
128328,115849
95322,89613
63546,92350
4693,177267
20967,119494
6033,177289
128328,60391
6033,79763
26013,133752
190957,54560
128328,112723
6033,153962
128328,18946
128328,67673
128328,185488
128328,85450
190957,189821
128328,26702
61084,141702
128328,93377
115258,174318
128328,22057
6033,41461
128328,55615
128328,59143
6033,32430
91136,177296
92417,58466
128328,16627
90565,93679
128328,177288
190957,93406
90565,120514
6033,32038
59318,189418
155090,30866
54893,94177
90565,120614
6033,65760
63546,171903
128328,159714
128328,61088
4850,89613
6033,94680
91321,16078
6033,118181
63546,83203
26013,128328
4850,93978
20967,92665
63546,95296
128328,119384
6033,28377
24991,131888
63546,177261
57006,119494
128328,34653
128328,90619
6033,29588
128328,154310
4693,59177
128328,30843
20967,34133
128328,93375
115258,119405
128328,83385
6033,31897
128328,16842
128328,95283
128328,102831
128328,115419
6033,110095
128320,119420
128328,187115
128328,86934
128328,166411
128328,92692
26013,90980
128328,23868
90565,86151
92417,124957
6033,86227
72449,119494
92417,124975
128328,191055
128328,43225
6033,91642
131363,75155
128328,92187
128328,92808
128328,4822
128328,133002
4850,155312
92417,150013
6033,18118
128328,92382
128328,119396
6033,93428
128328,43293
6033,95435
154728,94025
128328,154857
128328,43245
128328,89596
92417,35252
128328,95323
128320,119396
4850,119494
128328,27518
128328,185503
92417,106406
128328,115338
95322,119420
128328,16880
128328,94083
57006,68435
115258,24195
63546,92289
91136,120799
128328,115424
128328,83417
95322,16599
24991,119494
67078,180340
14881,98374
128328,63927
63546,91135
128328,120664
95322,47620
63546,91221
190957,75922
128328,95207
128328,71358
24991,155312
6033,46075
128328,90695
190957,171937
128328,18994
128328,133716
128328,52124
57006,191915
131363,22100
128328,43221
63546,63635
63546,90695
6033,31292
128315,119396
26013,109811
190957,24066
6033,156644
128328,52126
90956,119494
128328,21785
91136,90704
128328,115817
59318,150561
128328,91704
128328,97733
57006,28298
128328,125975
128328,171901
128328,180178
128315,120168
128328,92571
4850,141702
128328,93519
6033,93291
128328,44301
128320,119448
128328,93524
128328,91126
128320,30933
92417,119406
14881,94708
128328,93704
128328,77931
128328,35464
91136,119420
128328,95104
128328,156505
128328,43169
128328,29100
128315,94889
128328,18525
90565,89613
20967,182830
128328,93670
128328,92626
128328,185888
190957,119427
190957,179738
128320,26448
128328,93208
128328,86742
128328,119758
4850,130131
128328,26038
128328,22971
90433,32502
115258,93512
57006,86759
4850,179474
123768,66580
6033,17887
128328,67763
128328,85497
128315,93512
128328,92092
4850,18911
128328,143838
82430,36751
72449,80040
26013,95271
128328,94925
95065,145019
128315,119422
82430,159545
128328,132986
190957,24630
128328,32038
128328,112785
128328,66496
26013,26030
115258,90913
128328,158339
128328,109859
128328,91304
22281,55685
128328,34201
6033,134903
128328,24203
115258,59066
91136,128328
128328,61898
90956,155312
128328,14794
128328,57662
61084,92752
128320,119446
128328,91351
61084,92175
115258,125377
6033,63404
128328,13303
128328,187405
128328,115258
128328,78934
6033,90532
57006,86787
4391,177378
91136,18944
128328,95099
128328,19295
128328,95038
128328,131444
95322,92175
6033,37532
115258,24630
54893,14677
128328,91334
6033,159956
6033,37522
128328,90937
128320,155407
90565,14582
90565,42877
4693,25631
26013,90532
67078,180537
190957,16867
128315,155407
128328,82018
128320,24630
4850,51696
6033,93214
128328,89612
128328,94759
95322,186578
128328,24205
57006,119218
155090,123912
128328,151621
6033,15741
128328,157273
190957,95099
120670,120168
124869,21973
90565,89605
128328,94887
128328,165173
57006,191929
128328,177389
20967,20930
128328,90489
4850,89612
57006,92061
63546,91679
128328,34504
128328,187196
82430,129709
128328,24223
128328,171914
67078,94177
95322,128328
128328,187179
4693,25630
128315,119405
90899,24195
115258,67695
20449,95271
128328,98117
157510,56404
128328,152840
157510,86787
128328,43251
6033,118934
4850,14814
6033,91108
128328,16879
6033,59194
32950,93247
63546,115650
128328,99307
128328,154853
128328,77432
128328,133397
128328,93448
128328,76814
26013,57493
128328,49900
128328,42053
54893,180340
128328,14332
128328,92881
128328,16875
128328,67866
63546,119494
63546,115940
91136,90913
128328,117504
128328,70040
128328,130280
128328,150302
128328,186578
128328,130313
91406,92471
61084,115615
57006,150013
57006,31926
6033,191976
128328,27369
6033,17886
91136,93686
128328,25860
128328,92367
91136,4883
128328,27478
128328,25837
128328,161503
61084,119494
95322,90913
59318,91833
128328,75476
91321,84417
128328,91174
4391,90708
128328,13894
6033,86090
4693,32038
6033,31054
128328,24196
59318,56865
91136,120614
128328,16884
128328,91832
57006,18600
91136,93692
63546,17519
128328,145202
6033,59324
26013,57270
115258,67846
4693,42540
26013,15741
128328,130068
190957,92381
128328,32045
6033,93718
95322,130006
131363,89613
190957,24221
128328,90751
24991,141702
90183,90991
128328,24207
190957,60372
128328,56682
128328,119458
190957,16702
190957,16858
128328,44477
63546,63632
128328,94803
128328,32502
128315,120044
128328,109075
128328,49536
4693,134854
26013,187070
92417,93812
92417,16850
128328,187194
128328,171923
128328,82198
128320,91116
6033,60616
128328,133876
57006,92072
6033,35923
190957,151621
128328,58738
128328,62666
115258,61078
128328,64941
96151,27478
63546,97541
91136,91502
82430,79242
6033,177029
6033,79271
6033,86192
128315,177296
128328,131431
91136,147297
90565,94289
128328,60366
128315,119380
128328,16100
190957,30731
63546,15698
128328,114888
128328,179474
95322,26448
128328,44283
128328,46764
128328,25630
128328,80763
128328,5403
90956,16100
54893,90663
128328,115462
154728,144979
67351,123802
128328,105458
61084,155312
128328,47631
128328,91973
128328,115838
6033,132592
128328,92184
128328,18912
115258,92171
128328,59062
128328,194949
6033,30389
90565,120228
128315,119452
128328,75413
107071,94869
128328,27047
6033,55890
128328,154712
128328,60461
54893,154264
128328,16866
6033,56404
128328,16658
128315,68225
4391,186686
190957,24209
128315,21994
91136,93679
6033,150155
155206,123725
128328,119503
4850,94014
128328,24212
26013,43202
90565,128319
91136,16078
128328,22044
6033,16100
128328,14885
6033,78649
91321,42053
128328,172459
57006,92395
190957,115264
128328,67869
128328,155146
63546,37734
57006,98103
6441,95271
6441,127075
6441,16100
6441,177267
6441,16103
6441,32038
119445,119494
6441,32222
128323,141702
6441,31864
119445,155312
119445,141702
6441,171329
128323,119494
110090,4786
51192,172240
61088,141702
6441,171335
61088,115615
80778,92175
128323,155312
119445,119405
147434,94379
6441,59198
6441,4461
94732,94098
67955,171918
80778,119494
51192,20234
119445,30866
185488,185503
185488,57084
6441,127441
75915,75922
128323,123912
6441,93409
24214,24197
6441,169528
91034,177107
61088,119494
24214,24195
61088,155312
6441,32071
6441,169392
128323,24630
67955,119405
88191,93700
6441,3340
61088,90855
185488,141702
58925,18923
81992,32502
57658,119494
80778,155312
119445,68225
51192,116303
58925,14857
119445,123912
110090,155501
94732,177029
94732,119494
93730,172028
128323,93512
6441,126974
80778,59146
15439,128232
63633,92290
43313,171901
61088,112946
24214,119494
119445,67846
94732,132412
94732,141702
6441,155312
91034,90406
119445,171918
61088,61087
94732,123802
128323,93686
57658,141702
6441,171334
75915,92549
90544,13535
61088,174318
24214,91116
61088,123912
91034,90405
81992,46832
94732,94099
43313,95272
58925,27528
119445,128325
75915,67271
57658,30866
90405,90406
185488,32037
94732,155312
91034,171745
154724,128594
67955,119494
119445,119380
185488,119494
90405,177107
90405,171745
90544,133752
110090,107024
58925,154853
94732,94733
185488,155312
6441,16099
128323,30866
61088,93512
24214,24040
92825,133752
6441,70664
58925,154857
185488,57270
91786,79199
63633,63404
110090,90703
94732,59453
128323,25677
61088,128328
128323,128328
61088,24195
119445,78004
128323,68225
21762,176731
61088,95213
119445,115349
24214,61078
6441,32235
58925,24840
88191,120856
57658,155312
60396,86192
6441,119494
6441,31808
6441,25630
128323,119426
185488,29780
91786,21667
94732,51455
57658,128328
185488,185525
63633,90532
67955,77953
128323,119405
57658,119405
80778,30866
94732,175005
61088,90913
24214,155312
91034,92249
57658,123912
92825,141702
34804,18923
58925,4891
185488,185497
24214,59066
119445,174318
128323,24195
91786,85856
43313,14694
119445,115264
110090,131705
185488,128328
61088,30866
61088,59066
93730,95323
90544,92171
185488,55685
119445,119422
93730,25560
92825,62120
61088,119448
51192,172237
94732,93323
119445,24630
128323,21994
128323,120614
6441,32223
6441,95405
128323,94889
91034,151731
15439,18912
94732,132706
34804,14857
92825,182832
15439,179474
67955,155312
105449,95207
110090,109979
6441,127139
119445,68161
147434,52385
128323,120044
88191,93655
119445,68199
63633,92305
94732,121479
195118,27525
61088,57169
91786,153962
6441,83293
42998,95260
105449,93218
185488,50402
67955,16590
3956,94083
185488,75922
67955,14770
6441,93514
6441,27983
43313,75476
119445,128328
185488,18990
67955,128325
132356,24196
92825,92171
91034,177109
185488,90913
6441,93892
58925,90489
67955,141702
58925,120168
61088,16867
86390,90708
119445,128321
90544,62120
67955,25559
187252,192171
128323,177029
90405,154264
60396,92538
91034,177025
67955,24630
48829,67271
95434,27478
48829,71333
35034,75922
146595,146599
31044,29588
146595,90751
146595,119494
95434,95260
48829,75922
146595,155312
95434,18909
146595,146597
31044,25170
117541,28980
146595,92626
22041,161503
49448,91406
94036,55890
146595,128636
48829,171914
95434,92948
32161,24053
94036,65760
49448,92471
48829,67295
169489,83293
35034,67271
48829,154708
32161,24040
22041,19292
146595,176249
95434,46055
48829,14225
94036,93608
32161,29780
32161,24195
22041,16704
88133,172240
32161,119494
146595,141702
49448,91405
32161,141702
95434,85906
31044,90705
169489,95271
143935,18230
94036,106538
48829,16599
31044,25837
48829,34440
48829,193571
48829,14773
99281,150013
33291,90923
94559,28023
65292,141702
32161,155312
48829,55795
22041,127693
34363,141702
16639,89613
16639,16599
22041,59370
31044,104950
16639,18931
117541,14731
22041,171932
32161,18891
146595,94357
65292,23019
31044,3336
95434,34941
109005,89613
48829,22100
48829,16656
31044,98117
65292,120168
22041,34696
48829,119494
22041,177017
109005,22100
13282,92931
65292,155312
94036,66867
48829,141702
32161,32037
