source,target
27525,16078
51839,28023
46764,190621
91221,64926
27525,131444
91221,95395
91221,191915
47530,14950
55889,159956
94673,25894
147185,123746
94673,29749
51839,27951
143578,94229
34677,59090
130014,27121
55889,53693
55889,90703
75917,92368
91221,25390
141500,95271
34677,16656
91221,95688
91221,90705
55889,31817
173791,16190
94673,90562
51839,151824
91221,34363
17153,34513
46764,16858
58888,171901
27525,131447
34677,22100
44346,26653
119452,27049
94673,3336
55889,141702
94801,95279
27525,96398
51839,172240
171843,177033
27525,27473
55889,4461
27525,119426
27525,26448
17153,65403
46764,119446
55685,24195
91221,61078
177736,144979
55685,14845
27525,59066
91221,133170
17153,141702
94673,118181
27525,131431
55889,57270
46764,92944
177736,130768
91221,123912
27525,120771
95411,93409
91221,90585
55889,81759
58888,51436
91221,24221
91221,27983
94673,32038
55685,93659
44346,155312
91221,35831
134278,14950
91221,63369
91221,93612
91221,156763
27525,119441
173791,176997
27525,34960
46764,174318
144395,141702
119452,16868
91221,16100
173791,39465
51839,171228
27525,119518
120237,120771
130014,120650
47530,94443
93637,141702
27525,60366
55685,183994
55685,15712
120237,145241
119452,91116
144395,93512
46764,90913
95411,171329
173791,59893
55685,59116
91221,57084
55685,47561
32434,133170
55685,61078
46764,49536
55685,93518
55889,132457
177736,93884
27525,22100
91221,145692
120237,177044
130014,93679
55889,83293
93637,155312
55685,65410
119452,93659
34677,67271
55685,120827
91221,119380
93637,79203
147001,93745
177736,127310
94673,155312
94801,168488
34677,71333
94018,141702
55685,77432
27525,130280
55889,119403
120237,24840
95411,155312
55685,130280
34677,47561
55889,98117
55685,177153
95411,119494
27525,16878
120237,128328
27525,14943
27525,177044
44346,177153
55685,133053
94673,119494
91221,31864
94018,155312
173791,171945
91221,95315
143578,25837
91221,16103
91221,42179
94673,53689
91221,94065
27525,90560
119452,120827
91221,91140
94673,16100
91221,28983
55889,3340
134278,14879
94018,119494
91221,28052
91221,106780
34677,124414
34677,177033
173791,119494
91221,112966
147001,18230
86454,18923
91221,16099
55889,3346
91221,16702
143578,86227
44346,119494
93234,36751
173622,108593
95411,16100
27525,71333
94673,18329
177736,127284
94673,170147
27525,120176
93637,177296
75917,92367
91221,32235
93637,119426
27525,91136
51839,103076
27525,90847
55685,96398
60411,14943
27525,14869
130014,18912
87000,56865
55685,177353
27525,18891
58888,75476
120237,120787
34677,89613
91221,177014
55685,119426
27525,125377
55889,93428
91221,128419
27525,64805
94801,168460
55685,59066
18329,18230
18329,90703
18329,177289
18329,95271
18329,98117
18329,3336
18329,17887
18329,6051
18329,183713
18329,168312
18329,168328
18329,155312
18329,53718
18329,118181
18329,177288
18329,94869
116576,27121
18329,29749
18329,90562
91223,91221
18329,91398
18329,3351
18329,31897
18329,32322
116576,93679
18329,119494
18329,177029
95056,59278
91223,15741
18329,94229
14789,81999
18329,95043
18329,91108
116576,16617
18329,16100
18329,156644
18329,5926
18329,92504
18329,32038
18329,93291
52082,52385
18329,118934
188330,177394
116576,18944
18329,106983
95056,18973
65460,141702
95056,16656
109025,93409
18329,41461
109025,59177
18329,119418
18329,95046
65460,119494
95056,16678
95056,27543
18329,168336
18329,94105
52082,155312
18329,86227
113500,15741
52082,39465
60581,141702
65460,128328
188330,147297
18329,177291
191976,191915
18329,155407
91223,94047
18329,25306
14789,92601
18329,91642
18329,57270
18329,106940
18329,31292
82018,141702
95056,91980
18329,158482
18329,31864
18329,159956
14789,34513
18329,15741
18329,18223
109025,25630
145207,92189
18329,3340
145207,91458
82018,128328
18329,119396
18329,30389
109025,25631
91223,15712
191976,25837
18329,17886
18329,132457
168336,168312
65460,155407
18329,81759
65460,92117
85958,170949
52082,119494
18329,32003
18329,118175
95056,147297
18329,93428
65460,155312
116576,129124
82018,115264
60581,119494
116576,120514
18329,104950
18329,95270
191976,92504
90663,52400
82018,54560
91223,15698
86253,180372
18329,35923
18329,4756
18329,5874
82018,92384
188330,95017
18329,90705
18329,118667
168336,18329
170926,150561
65460,27525
18329,107020
91223,90532
191976,31897
91223,147453
18329,119425
168336,90703
91223,15834
91223,34363
60581,26448
60581,155312
95056,171933
52082,141702
18329,93304
65404,141702
18329,106998
188330,79301
168336,18230
82018,123912
18329,160140
95056,89613
18329,47986
82018,24630
52082,63927
188330,132807
18329,94113
65460,128319
65460,30866
18329,55889
173157,152669
18329,192171
18329,3356
116576,141702
82018,155312
116576,93681
52082,24726
52082,52296
191976,57270
173157,50626
87557,27528
168336,95043
18329,107022
52082,69518
168336,98117
18329,53693
82018,190957
18329,93288
39198,119428
18329,93514
18329,177290
18329,4653
18329,94672
18329,135037
82018,119494
91223,94569
168336,15741
52082,90662
82018,177160
52082,125142
18329,91931
11941,86742
18329,113176
18329,151777
85958,103659
18329,30381
91223,170147
188330,188270
116576,155312
132599,14836
82018,171937
65460,24066
65460,59213
170926,165679
91223,25390
39198,18230
90663,91827
18329,32222
168336,91931
87557,18923
86738,177291
52082,106417
52082,171945
85958,94038
82018,18994
18329,189853
87557,14857
18329,38051
18329,93718
65460,125434
18329,4461
18329,106928
18329,25894
18329,83293
95056,172030
18329,93214
18329,107021
65460,177153
91223,90591
191976,32430
18329,123746
91223,141702
91223,63404
52082,29003
85958,95455
166051,56404
86253,52400
65460,86495
65404,119494
18329,32071
166051,94680
60581,93409
18329,146887
116576,120168
52082,125090
116576,119405
59019,59020
166051,51872
52082,52126
116576,119494
95056,95272
18329,155498
65460,123912
65460,26448
14789,82000
82018,93406
92738,171532
85958,119494
160017,80040
18329,118187
18329,94110
18329,18220
168336,94869
18329,35924
52082,177389
95056,94803
18329,191915
95056,22100
65460,119420
18329,156768
18329,156398
95056,177372
52082,23864
52082,29004
91223,51315
85958,51839
65460,93409
85958,31926
18329,46075
86738,177029
18329,94076
52082,187099
166051,108120
18329,29588
14789,16599
92262,177107
191976,46075
85958,94764
18329,95048
145207,155312
116576,78004
116576,4820
18329,143891
86253,94177
113500,171982
116576,93659
65460,94055
18329,141702
65460,119396
95056,14873
60581,119420
85958,70122
18329,91919
65460,59656
18329,113002
95056,89612
18329,93594
18329,177287
60581,27525
95056,16599
82018,190630
65460,115940
55128,93686
145207,145019
18329,32430
18329,93745
91223,91222
18329,132414
65460,120664
116576,60457
113500,170147
65404,123912
116576,59185
18329,42540
60581,27469
86253,177158
18329,37536
39198,155312
168336,183713
65404,155312
65460,119441
91223,119494
145207,95442
116576,93686
65460,93659
65460,75922
82018,128329
65460,24053
86253,180340
59019,95272
39198,119494
137145,92440
65404,30866
82018,190642
18329,195069
188330,14873
116576,4822
109025,95271
18329,187254
85958,136432
65460,115704
18329,65760
172044,171932
52082,52783
95056,190125
60581,90913
65460,125377
116576,34647
65460,90913
116576,120228
18329,93294
52082,128328
52082,64941
95056,29906
65460,90532
18329,31817
18329,169556
60581,92175
18329,195070
85958,40556
18329,42885
60581,91331
168336,168328
65460,175167
188330,95272
18329,143692
18329,95435
85958,68426
14789,89613
18329,168053
116576,171918
18329,93591
91223,94279
116576,27049
82018,34513
52082,103076
86738,147030
18329,91475
170926,105531
116576,93700
65460,120827
36018,50682
113500,95271
65460,67271
166051,158575
191976,155272
85958,93438
18329,132418
116576,128328
18329,92740
116576,93647
191976,92061
95245,36751
14789,18931
82018,128327
18329,107034
86253,180537
18329,90945
95056,18931
95056,177378
18329,160210
95056,141702
194373,95258
91223,155312
18329,53689
82018,191055
18329,168308
65460,133185
39198,119396
18329,25170
95056,16143
65460,25506
52082,16841
65460,64805
168336,95271
18329,55890
95245,154101
94487,177107
18329,28526
170926,5550
141837,91750
188330,95320
91223,34201
65460,133233
191976,156768
14789,54560
116576,120614
91223,183271
18329,31808
18329,90943
18329,135701
65460,102831
170926,127284
137145,155312
60581,47620
91223,171982
60581,125377
18329,42530
85958,155312
188330,59334
65460,27049
65460,85451
18329,170147
18329,91934
65460,89613
60581,16627
188330,188334
91223,24195
36018,95712
91223,93285
18329,160148
107020,4756
92421,155312
92421,119494
107020,155498
41461,94869
107020,110095
107020,4786
92421,133446
107020,90562
33158,15741
41461,28526
41461,53718
92421,80040
94110,90703
107020,106928
33158,91221
21974,14814
92421,172240
59076,172030
107020,95270
92421,90831
94110,177029
107020,90703
92421,146558
21974,22100
6030,6051
59076,177372
60499,86192
24202,123912
65747,94229
92421,20920
92421,68426
24202,119494
107020,18230
92421,132842
94110,18230
107020,93294
6030,3336
107020,107026
107020,107024
107020,79763
119422,119494
107020,106938
92421,170949
92421,177029
92421,20930
107020,155501
92421,57270
107020,131701
92421,103076
24202,30866
107020,131705
107020,93304
119422,141702
119422,155312
94110,160140
41461,168328
32833,95271
6030,3351
107020,86658
107020,84871
107020,143692
137610,28377
107020,86090
32833,91108
6030,118181
92421,20934
6030,95271
24202,141702
92071,56853
32833,17887
92421,132931
94110,119494
94110,95271
6030,5926
107020,93745
41461,18329
107020,106983
24202,155312
24202,24195
60499,92538
33158,91219
92421,66867
92421,171044
6030,155312
6030,18230
6030,98117
65747,94869
75111,159151
41461,107020
24202,174318
107020,155312
41461,93745
94110,90562
107020,4785
36736,132700
107020,104539
92421,131737
75472,95272
32833,16100
94110,195070
92421,45297
94110,155312
119422,119380
22069,24630
94110,94672
157617,22100
107020,95610
41461,4756
107020,107068
36736,31629
92421,51839
22069,141702
24202,59066
6030,16100
92421,29031
24202,93512
107020,5883
107020,119494
94110,94869
24202,90913
6030,119396
49900,39465
119422,30866
94110,94113
4045,141702
41461,41490
92421,16423
65747,86227
92421,14875
137610,91285
94110,95270
149513,57084
49900,155312
94110,94103
22069,123912
107020,87122
119422,123912
92421,177125
92421,141843
6030,119494
59076,95272
107020,168328
92421,95222
41461,90562
149513,185488
6030,119418
92421,28023
49900,24726
6030,177289
22069,119494
137610,176674
4045,119494
49900,52296
92421,34133
92421,177291
92421,171042
33158,15698
49900,119494
92421,95122
41461,27445
33158,94047
21974,4826
21974,177033
107020,93292
60499,86504
60499,132842
107020,192171
49900,52385
92421,12218
92421,12881
92421,90703
183956,92888
92421,28995
33158,91223
6030,32322
32833,17886
32833,177289
107020,56304
94110,32322
49900,90910
92421,69518
92421,86759
33158,92564
92421,16840
41461,106940
60499,60562
49900,52073
94110,177289
92421,141702
60499,18338
94110,177291
33158,90532
107020,131703
137610,86371
107020,38051
107020,89726
92421,40211
49900,141702
92421,93258
107020,41461
107020,37536
41461,107072
92421,171043
94110,83293
94110,93718
36736,122742
149513,63635
22069,155312
4045,155312
6030,155407
41461,95270
75472,59020
33158,94569
92421,150013
41461,155498
92071,94025
94110,106998
92421,95615
33158,170147
32833,18329
6030,158482
92421,94038
6030,90703
24202,67846
32833,3340
24202,24040
41461,128012
32833,30389
59076,32464
92421,79244
4045,92175
75111,14854
85606,93718
14115,154101
137610,93294
41461,143891
36736,18103
6030,5874
32833,32038
33158,95271
107020,93296
94110,18329
75111,92092
92421,132709
94110,177288
92421,143881
41461,110095
94110,93214
107020,91998
107020,132421
92421,85767
75472,172030
92421,177394
116025,95271
49900,187099
119422,24630
107020,109979
49900,90662
65747,53718
41461,107071
94110,131705
36736,132412
33158,93172
36736,31631
49900,69518
107020,95435
24202,61078
59076,59020
107020,119418
14115,95245
59076,84525
107020,94869
94110,132421
32833,155312
107020,29749
107020,183713
32833,30381
6030,119425
6030,94229
92421,106442
32833,93514
24202,16815
92421,94354
25752,26038
94110,132700
6030,32038
49900,128328
107020,86863
60499,36175
94110,132414
107020,31292
24202,15712
112420,24040
137610,86689
36736,93311
24202,67695
107020,106927
89467,94290
94110,4786
91270,15741
89467,90453
49900,69597
60499,3826
33158,15834
36736,132417
65747,160148
98829,46022
98829,132043
115865,123912
92421,151777
92421,106417
60499,92281
92421,16583
94110,160148
94110,32003
60499,31902
92421,91487
107020,93718
94110,183713
149513,185503
33158,15712
32833,31864
89467,86445
59076,177137
33158,51315
36736,93323
75472,75476
75472,171901
32833,177288
14115,182768
94110,6051
112420,15741
24202,91116
92421,177287
33158,171982
157617,16599
107020,108214
94110,93291
49900,125142
92421,15741
6030,29749
28377,93294
119422,68225
98829,18909
6030,93291
22069,128328
92421,125678
75111,136781
4415,4440
28377,86371
107020,177029
6030,53718
4045,92752
107020,93297
107020,18329
94110,94229
92421,94764
94110,61875
6030,118175
49900,171945
6030,104950
41461,168336
107020,106940
22069,21994
171447,71633
107020,185860
36736,94680
32833,32322
157617,39725
60499,3859
75472,177372
41461,95271
92421,45299
6030,18329
92421,92440
6030,94869
36736,94098
41461,106928
94110,11580
94110,106940
149513,42195
107020,28526
21974,89612
107020,155407
94110,118181
85606,95270
94110,53718
107020,95509
41461,4786
41461,119494
94110,91642
36736,119494
59076,75476
94110,106983
75111,14770
107020,6051
32833,31897
60499,86964
107020,86422
60499,85027
94110,93195
112420,95271
92421,90830
22069,128323
179006,177017
92421,13459
49900,52082
6030,141702
28377,137610
94110,132422
94110,17887
94110,94105
107020,61528
93698,161503
177133,177017
115800,141702
55653,177033
66867,68868
115838,141702
95320,95272
115800,77931
165608,86742
115800,67673
93736,95272
134315,106417
115800,155312
115838,119494
66867,177737
190125,95056
95320,171901
115800,119494
93698,93700
169335,27049
104720,18230
175005,119494
177133,134064
86787,86786
115800,26448
94666,57270
115800,119420
90975,141702
94666,159714
115838,155312
13821,18946
90975,119494
59206,18912
175005,18230
169335,93659
104720,155312
95320,75476
175005,90703
115800,119380
175005,155312
115838,24040
66867,68835
28968,90619
169335,141702
59206,128232
56729,91044
86787,153336
115838,24195
93698,120856
93698,59370
94666,155272
90429,32502
175005,177029
93736,93747
94666,159851
55653,47561
55653,91302
95320,59020
94666,32430
52397,52400
133449,172240
104720,119494
115838,90913
93736,59187
55653,34416
177133,92496
94666,68435
90975,155312
150224,86742
115838,24066
56729,165679
59206,4850
165608,147336
90710,150013
146139,177107
95320,14694
169335,120827
56729,4340
104720,90703
169335,177044
115800,177153
55653,47620
169335,119494
90429,46832
175005,132412
169335,155312
177133,34696
56729,4336
95320,52005
115838,30866
94666,57225
173074,177009
115800,123912
115800,30866
104720,118181
13821,14819
66867,177394
93698,177017
52397,91827
169335,177296
93698,181450
115838,59066
90710,86759
93736,89590
90429,94025
176731,79281
104720,95271
55653,16599
115838,91116
59206,177033
56729,5550
173074,75008
175005,59453
115838,61078
115838,125377
177133,92494
66867,90673
59206,130068
146139,151731
134315,103076
169335,59213
56729,61366
134315,155312
115838,18891
115838,15712
55653,55685
115838,128328
85811,85491
93736,59020
134315,119494
133072,133752
115800,119405
134315,45299
86787,56318
59206,22100
115838,174318
94666,92504
175005,141702
55653,141702
71486,3892
115800,92175
115800,128328
13821,27518
93736,171901
90975,123912
192776,141702
104720,6051
115838,47620
55653,89613
176782,93281
95320,59108
46555,44425
134315,29052
134315,106398
104720,119418
59206,177279
56729,93245
90429,95195
175005,132700
94666,133861
192776,90913
175005,94098
95320,89590
115800,78004
90710,150047
94666,92072
169335,59186
177133,177132
90429,144979
169335,93686
177133,4838
134438,14850
169335,145241
175005,94113
180185,24195
115838,93534
190125,59278
169335,91136
55653,119494
115838,55685
86787,187657
56729,127284
133449,116303
115838,175167
90975,30866
150224,108880
115838,123912
146139,52400
94666,119494
177133,94592
55653,18931
169335,120799
190125,16678
94666,28298
90975,24195
130118,171934
55653,22100
192776,119494
177133,177020
55653,155312
175005,51455
41959,41986
169335,27525
82248,6051
55653,90991
134438,14929
85811,91487
85811,38526
94666,25025
55653,171923
115838,93659
134315,52385
150224,147336
90429,94463
43252,119494
177133,93905
177133,16643
146139,107230
93698,94713
134438,145361
104720,141702
94666,69518
180185,141702
175005,121479
59206,179474
94666,159871
115800,190957
90975,133752
176782,93277
115838,30032
95320,32464
56729,93238
118934,18230
134885,104950
118934,118181
82013,115615
82013,141702
134885,95271
118934,155312
118934,90703
195070,90703
195070,18230
118934,95271
82013,177153
85190,91974
118934,6051
82013,92175
118934,119494
155840,155858
118934,3351
82013,155312
86742,147336
82013,119494
86742,108880
193612,16656
134885,94192
118934,177288
193612,27543
82013,177160
118934,98117
195070,177029
134885,16100
118934,177289
86742,147297
195070,160140
127310,94025
82013,92752
118934,32322
86742,147042
118934,119418
122681,93311
118934,119425
195070,94103
134885,32038
24092,23246
86742,172744
91613,93878
122681,91750
85497,177272
118934,3336
195070,132422
134885,6051
118934,5926
82013,112946
193612,18973
195070,94110
113707,86467
134885,135037
63542,17519
134885,104933
82013,30933
86742,132807
134885,25170
127310,90708
86742,27469
118934,16100
118934,158482
118934,29749
82013,128328
91173,57662
108600,90937
91613,134064
134885,98117
134885,31864
82013,90913
119443,177033
195070,155312
195070,119494
134885,143926
85190,126842
43067,67271
86742,29422
134885,3348
118934,93291
118934,155407
82013,61087
118934,119396
193612,171933
82013,174318
118934,95046
82013,34513
82013,128329
193612,168488
118934,177029
85497,119494
85497,60461
193612,168460
86742,93700
82013,112833
118934,141702
82013,59146
118934,32038
155840,94556
85190,45735
68043,141702
24092,77363
14302,90560
134885,32322
134885,155312
85497,141702
118934,156644
82013,123912
91173,16617
155840,128636
155840,119494
155840,177125
85497,115817
155840,106442
118934,18329
118934,31864
85497,155312
85497,171937
91613,86577
85497,190642
68043,59893
195070,131705
118934,15741
134885,3336
68043,119494
195070,132700
134885,32071
94325,177402
113707,78649
195070,118181
4821,4822
118934,25306
134885,104916
195070,132421
35024,75922
75746,71333
43067,71333
118934,94869
82013,16858
82013,93388
82013,171937
85190,91704
14770,89613
86742,89720
14770,86072
86742,86741
82013,189821
158969,94025
91173,46804
118934,53718
86742,89613
86742,71358
45297,103076
14302,14332
134885,25306
75746,14225
82013,119409
86742,4832
82013,30866
118934,183713
82013,93149
134885,93291
85190,126841
155840,95455
127310,144979
82013,91116
86742,14873
155840,155312
120154,93649
155840,68426
195070,94107
63542,32045
118934,151777
134885,5926
118934,118667
145497,145361
118934,94113
118934,91642
119443,47620
118934,94105
193612,16658
118934,94229
124929,14815
147034,75234
193612,177378
147034,108880
118934,104950
122681,36756
82013,119420
94132,95306
122681,92348
94325,36793
68043,75986
82013,119448
193612,95279
108600,90935
118934,91398
195070,95271
86742,119494
91173,18944
147034,147017
134885,59324
134885,4461
68043,155312
86742,95323
147034,132807
22999,91458
118934,32003
64245,14823
155840,51862
43067,171914
193612,22100
14770,57597
134885,32222
113707,91398
195070,168312
82013,119446
85497,129035
18951,4844
86742,86740
86742,16656
134885,119494
119443,47561
82013,16867
14770,57084
127310,4336
14770,22100
118934,90562
91613,27520
195070,91642
134885,90705
86742,14743
195070,93214
82013,129035
85497,123912
118934,119428
118934,177291
43067,75922
132702,123812
4821,141702
86742,155312
91173,27121
63542,92305
193612,92371
195070,11580
155840,28995
145692,95271
86742,156543
82013,67695
85497,129074
195070,4786
134885,159557
91173,128232
45297,119494
195070,141843
169723,78069
193612,177033
82013,24195
22999,27049
14770,171903
75746,67271
119443,141702
113707,135701
24092,16410
147034,172744
82013,93512
86742,120856
122681,36740
85190,177402
195070,119418
119443,55685
82013,80660
118934,4461
43067,67295
94306,145255
22999,133053
118934,168312
82013,112723
119443,119494
134885,91591
82013,67271
155840,170949
127310,92191
134885,177267
82013,34205
193612,147297
120154,119494
91173,130014
134885,177288
86742,75076
94325,91704
24092,96062
86742,141702
127310,130720
118934,118175
158969,144979
118934,106983
195070,93718
82013,80824
91085,16078
35024,67271
134885,3351
86742,16627
14770,165016
85497,92175
195070,32003
82013,30731
43067,14225
120154,4822
118934,25894
86742,177680
155840,31926
82013,54560
22999,155312
118934,118187
91613,126841
82013,24066
193612,89613
122681,81604
86742,89722
63542,133053
35024,92549
120154,141702
134885,119418
68043,123912
195070,141811
68043,171945
118934,95043
118934,93594
158969,14950
85497,185888
127310,127311
82013,26448
155840,14875
118934,93214
86742,165608
4821,119494
193612,71333
82013,59066
82013,24040
91173,120650
91173,93679
195070,177289
145497,94316
155840,106538
118934,18223
68043,44283
82013,15712
14770,85725
82013,115817
158969,159151
118934,5874
120154,29120
82013,60461
134885,119396
75090,171934
82013,85450
4821,27121
118934,113002
118934,132457
118934,159956
127310,4340
127310,145023
43067,14773
82013,71333
63542,91555
68043,115264
118934,177290
108600,161503
127310,5550
113707,31902
43067,34440
118934,17887
68043,75984
195070,195069
119443,30746
195070,29031
195070,93195
91613,126842
86742,85725
118934,160140
122681,154107
91613,177680
86742,95038
120154,93700
193612,3983
193612,94802
68043,92554
169723,61898
4821,155312
85497,187194
195070,6051
86742,86230
16690,91832
86742,27543
86742,16599
91173,18912
134885,127075
85497,177153
119443,47638
86742,34683
85895,86863
134885,24250
118934,95270
14770,18931
147034,92073
158969,174435
120154,86742
118934,32071
134885,127441
75746,154708
118934,32222
195070,94105
195070,16414
155840,51839
91613,91614
18951,18952
134885,141702
108600,93905
155840,22649
118934,91591
193612,67271
195070,177288
127310,91555
118934,119380
91173,93700
147034,147297
85190,27446
155840,146599
158969,92499
86742,59075
45297,155312
118934,42540
13064,52385
134885,119385
14770,128328
155840,136432
122681,128464
82013,43229
193612,183994
195070,94113
194241,53090
108600,79203
86742,28258
4821,120614
85497,128328
82013,16702
82013,112918
118934,135037
85497,29052
14302,34204
120154,155312
118934,119430
118934,55889
85497,177311
91613,34689
195070,156398
193612,94803
132595,177029
132595,119494
132595,94098
132595,155312
132595,141702
132595,59453
132595,132842
128206,95271
65753,65760
56072,27778
121071,172240
132595,132412
132595,132882
125142,52385
132595,132700
57169,141702
65753,55890
132595,104950
132595,132417
132595,90703
128206,177267
56072,17976
69492,119494
132595,98117
132595,94113
132595,51455
132595,31631
125142,171945
132595,132706
132595,18230
132595,91487
123745,79269
123745,151777
57169,119494
132595,121479
132595,175005
3983,27543
132595,177288
132595,132709
57169,155312
132595,177291
121071,116303
56072,150155
132595,93323
57169,176349
132595,115709
57169,123912
125142,52296
57169,115615
69492,155312
123745,123747
177448,95283
3983,16656
123745,90703
132595,119430
132595,16850
132595,25677
125142,119494
132595,94099
69492,103076
132595,11580
132595,91398
65753,81759
94305,145241
56072,56173
125142,155312
132595,150232
9818,132701
125142,125090
22938,90643
132595,175011
56072,18338
60393,119494
132595,90289
132595,94889
94305,14857
132595,155407
128206,127441
132595,159557
60393,155312
60393,141702
123745,18230
132595,103507
57169,128328
123745,132807
123745,132701
132595,172240
132595,94733
56072,159964
132595,16642
65753,25837
57169,61086
132595,14836
65753,91108
94305,18923
132595,95271
56072,55913
57169,112946
57169,103076
132595,119396
56072,55990
125142,141702
93172,15741
121071,20234
132595,94103
3983,18973
57169,24630
125142,90613
123745,108880
65753,17886
56072,150143
123745,123799
57169,119448
132595,94105
145483,145361
145171,94025
9818,132594
132595,92279
132595,162986
57169,65403
69492,69518
3983,22100
132595,177394
132595,132840
125142,91825
86603,39623
132595,115371
3983,171933
128206,83293
86603,186691
69492,24570
132595,128328
60393,108318
132595,122962
94305,27528
123745,119494
125142,59893
132595,119418
94305,120771
3983,108843
65753,30389
132595,141843
94305,24840
57169,86934
128206,16099
57169,61087
121208,32502
123745,123746
132595,151777
125142,65851
57169,18558
65753,86227
132595,141839
125142,187099
60393,90704
132595,32003
125142,141849
132595,93512
57169,112785
123745,172240
46797,141702
69492,68426
65753,31897
128206,127075
145483,94316
57169,90855
5397,5403
132595,94480
91756,147297
9818,92563
94128,55685
60393,95283
65753,90592
46797,119494
132595,118181
123745,20286
121071,172237
65753,17887
33591,21667
12846,70360
177448,90704
132595,120044
9818,175006
177448,89613
125142,176997
132595,123802
9818,123802
123745,147034
57169,106417
92196,119494
56072,55994
125142,16841
132595,16877
128206,177029
123745,18269
69492,106406
177448,141702
46797,30866
128206,16100
125142,141832
65753,150155
65753,17976
60393,177448
128206,177291
132595,18098
132595,16414
92196,141702
60393,13303
128206,32038
57169,57270
56072,86192
46797,46782
56072,27757
132595,128323
69492,45299
57169,16867
69492,57270
132595,24195
65753,25239
3983,177378
60393,92438
125142,52126
65753,57270
69492,171043
94128,155312
132595,31902
94128,141702
128206,32194
132595,175014
132595,126515
176999,95271
132595,94102
56905,90751
22649,170949
132595,93686
37787,141702
123745,3935
128206,95400
145483,145393
168101,91140
121071,119494
128206,171329
132595,132841
132595,90286
37787,119494
176999,93612
69492,141702
132595,116303
33591,157667
132595,154100
65753,31902
56072,86753
94305,141702
125142,121628
57169,61088
123745,132882
94305,59213
3983,168488
132595,90285
57169,18127
57169,121628
60393,128328
132595,90282
177448,119494
60393,69145
125142,16190
132595,94887
53325,177394
177448,155312
94305,120664
132595,38561
128206,169528
125142,106417
170132,14814
132595,25746
60393,30866
3983,193612
65753,55913
65753,56173
123745,177029
125142,52073
57169,95213
132595,86192
65753,29749
132595,132420
92196,46782
22649,106538
125142,29052
69492,106417
94305,91342
123745,155312
22649,155858
37787,155312
121208,46832
34210,27491
132595,70385
57169,115264
95303,95271
132595,132457
94305,27049
3983,147297
132595,3859
170132,78069
60393,16702
128206,32235
121071,172239
57169,159714
94305,131447
132595,123912
56072,81720
128206,27983
94305,155312
132595,30866
60393,60372
132595,115370
132595,131731
125142,177077
94128,175167
65753,36175
125142,39465
65353,25837
69492,45297
128206,31864
56072,71588
132595,132427
132595,177287
65753,3859
94305,119494
92196,155312
22649,95455
112557,22100
170132,61898
132595,133970
56072,39623
57169,18939
177448,18931
132595,84641
65753,143578
132595,177296
69492,119406
3983,177017
94128,119494
94305,154857
132595,94732
132595,4786
56072,159956
94305,4891
123745,16870
125142,69518
69492,45298
128206,171335
123745,147017
177448,14770
46797,155312
57169,187177
33591,79285
132595,177890
94305,27525
132595,91116
93172,91219
128206,95405
170132,71358
9818,33885
128206,169392
123745,175006
132595,36756
94305,154853
57169,93512
132595,32010
57169,155407
125142,103076
94305,5403
132595,32038
22649,51839
57169,119422
3983,134064
132595,132701
132595,93718
177448,171903
125142,128328
57169,68225
132595,90691
94305,23019
132595,31629
86396,93277
94128,93659
145171,144979
132595,175004
176999,141702
125142,95062
194720,93544
128206,177287
65753,95271
60393,55685
177448,13194
30004,105125
125142,64941
132595,135701
91756,108880
132595,141831
132457,177029
132457,95271
132457,177288
132457,177287
132457,177289
132457,155312
132457,32038
132457,16100
132457,119494
132457,177291
132457,98117
132457,32003
132457,141702
132457,118181
132457,18230
69518,119494
132457,91161
69518,155312
29208,119494
132457,91475
29208,141702
132457,6051
132457,177290
132457,32322
29208,125377
41500,120727
132457,3351
132457,4461
41500,120168
29208,29780
132457,83293
132457,90703
29208,155312
41500,27121
132457,31864
132457,32222
69518,141702
132457,104950
132457,119418
20911,20934
132457,94869
43202,141702
132457,115709
20911,20920
69518,52385
132457,31815
29208,85725
132457,24195
29208,30866
132457,93291
69518,121628
132457,119396
29208,27469
43202,155312
132457,3336
75801,26448
176249,146599
132457,168312
132457,53718
43202,119494
27513,93700
132457,94229
132457,91108
132457,5926
132457,32010
21543,90841
18912,22100
132457,32071
132457,15741
132457,155407
69518,52296
41500,91381
29208,119436
69518,125090
176249,155312
176249,146597
59221,134064
41500,31343
132457,25677
132457,177267
132457,119425
132457,16877
132457,91398
132457,29749
86209,185248
132457,55889
176249,119494
69518,159714
75801,27491
41500,141702
86813,90708
29208,128328
43202,119380
52145,52385
69518,119387
132457,119385
132457,86731
29208,90913
132457,118934
29208,24066
132457,151777
132457,182756
29208,26448
132457,57270
69518,187000
132457,93512
29208,125434
86209,93281
69518,13459
29208,29120
41500,155312
90622,14656
18711,90751
69518,106417
29208,119420
132457,18329
69518,24570
75801,141702
29208,174318
69518,52082
132457,3340
132457,38051
20911,155272
118136,95271
27513,120856
132457,93531
69518,128328
86813,130768
41500,119494
41500,119426
90622,90751
69518,52783
132457,118667
20911,57270
69518,63927
41500,93679
86209,85849
132457,93212
69518,103076
132457,81759
132457,20920
86209,90708
29208,123912
29208,89720
118136,16103
132457,158482
29208,67846
132457,90562
29208,119405
69518,65851
69518,187099
69518,125142
21543,91174
41500,35554
41500,187080
69518,159851
132457,41049
69518,91825
132457,160148
75801,119494
132457,53693
69518,133877
132457,17887
43202,123912
