id,pagerank
12177428,10425.326209072124
26626262,9202.185921361564
12179142,6434.251355769141
30883795,3498.731595235974
38886023,3000.8776882223306
26658576,2607.565470946697
34680598,2521.265836780123
34682887,2518.469253128429
12943181,2427.9015215302607
27928316,2309.362901875587
12185097,2245.8897118424866
25178297,2199.356681101998
122810,2106.388668394218
26677855,1978.5625829607523
29926018,1968.9317072475467
35878590,1947.3100753519282
50306728,1844.8394434889206
4129887,1771.3757706467939
3972532,1695.4908608148826
38105488,1690.7505233156924
24881717,1678.712328341867
32882482,1661.3930332307586
36564716,1659.2464931894192
29211534,1644.2813655852806
12760974,1582.4826254009224
12819726,1520.5802323897153
41372061,1477.82999175124
40255334,1473.74686584888
26376249,1468.3412212964397
43685792,1458.3949800444025
26941908,1455.1322975445917
29929572,1378.6889646824766
40302753,1362.5592197103945
26852180,1361.9319875977596
40320758,1346.111049341691
29495552,1322.6361212958407
35290954,1317.9538968810625
12761182,1308.7204377526543
124973,1308.2316624662517
2792090,1285.0309209694033
41261593,1283.773833048992
50161865,1263.6789425492798
13804140,1242.1466491092244
34683143,1223.258358446061
26655385,1207.5986674672133
14421030,1155.5428096025018
38888105,1154.4461013621647
12448480,1120.956881020796
31867395,1112.702425384039
43437372,1094.3803771461048
41170920,1086.950430258582
45692216,1079.5954945445708
39131180,1072.6954064693048
30443813,1067.5029025405993
39136662,1060.1358086748608
50161920,1045.5724497070892
12627674,1036.3194590424819
242596,1034.361643258787
25140808,1031.366406570299
32714054,1029.5568541422385
42157196,1021.897210935454
34196519,1017.349679436331
34547365,998.2394576283679
50162661,990.5349592149961
29492584,982.7535753419977
41014379,981.3776589881815
45197134,950.3636327928431
25582891,945.8655193429698
12183114,938.5910207698828
25583698,936.4245379558729
41004437,934.9463595999529
32832808,923.6198499633979
26677771,923.38180265852
29969968,922.0268878160981
13557843,921.3806833944625
6489084,918.7964850317741
32838718,918.1597180780595
29486753,909.760474994471
29484568,892.26108375556
44683444,891.4190590458206
45834512,891.2724954234365
36999869,888.7749886050344
3800842,886.0968920084888
13827044,878.7255862731816
50265566,878.0734125214954
1286755,871.4512906080555
12204196,870.8142977318416
42049772,869.3596283688184
26629517,867.9258110906658
50162074,862.7800351400207
50386075,860.7107926992896
3947207,855.6722767967406
29197912,852.4202832309714
38419547,848.9228932472013
43686554,848.8861973515192
26852182,848.4126485897192
12871224,837.3415852042656
55856225,836.7280928052501
34069586,835.2459636835073
26500776,824.9934816450781
34172921,823.1266844799053
2895391,820.9967990806751
36959682,820.3312915334769
13064917,814.4985958494001
34827686,799.0341018498962
34653709,798.9621611828646
26729118,798.8590506356683
25587171,795.2692218879924
34654881,786.31158044843
12308856,772.2825981160775
24883063,769.5847571839255
42745810,765.2570803141539
25599079,762.1501077930485
26498183,757.3439803740694
24883498,750.5057405313635
26685684,749.6541674226394
2363983,749.3984406473145
44518250,748.8305874036348
34069558,747.6587323485165
45686906,745.607065844443
12773665,744.994812248128
14180996,736.8744004985672
34654607,735.4809618661282
4985943,729.3142082562078
36966205,729.0814588249624
29960728,727.1104257618632
50873401,725.405300685649
31843966,721.7632121940725
26713988,720.4617034224322
43338235,720.332096913682
1285262,717.1276692705022
4989255,711.6232343317548
50386318,710.3162761052314
30883597,710.1963422101672
30883578,710.1963422101672
26381621,706.8549982980306
27909359,693.6967524307345
29256214,684.5097126657366
26527279,682.9277242727046
42112566,679.058515219989
14346231,676.6309245356962
39130825,673.9739764301055
29244133,673.776375831826
35626610,673.7252860235607
43068588,673.1943882721281
34083822,671.9653777820869
50255253,668.8576584756328
47373276,667.0131621928141
17016360,666.7545793455814
25581490,666.171109743521
40258786,666.0247210722141
26673907,665.6945455513871
34083594,665.3015287937943
34692126,663.9235743450375
49155938,660.1558516966945
40295532,660.0169288717066
50161691,656.4271886517643
34063241,656.284738466172
29731331,655.4323126798927
32728161,653.9220863541983
43694945,649.2005853656186
45555099,647.8129424404142
39779715,641.5198155892854
12174031,638.3901571878706
12774331,634.3948668475228
12813487,634.1726430756792
12184343,633.7980945823434
40321395,631.36299944497
40320765,630.173411581184
50215218,629.0902257496855
32833722,628.1282068054095
25288785,627.0546751023377
12060341,625.2422359246968
1286331,625.0509257378958
34672548,624.9295894529262
26861862,624.3040922133572
13391643,623.5966733195978
50281928,622.7268414555367
14343391,622.5658153425136
44870501,622.3659996522265
26672121,621.2510852226508
50308553,621.0787325071931
52141246,618.0696682795253
50256281,617.1923606385883
3797005,616.6317331870896
13594748,615.992839849208
32856360,614.4106940242397
34065468,613.0094487636253
34685085,611.8088053270532
40287163,610.6390305536153
43067998,610.1459934607963
33284838,607.3060807167715
50162305,606.8508081951992
12173836,606.1359075449836
13035481,604.0905530052461
241563,604.043671340494
34063738,603.2581235399568
697078,602.6730083735783
55819596,599.1165424509169
48582854,598.787292227218
26677126,598.7170021433304
32947724,597.5230709317093
29841357,595.8308390771856
26376594,595.2065793991645
36564327,593.763613441823
14263797,592.0024850586038
29087794,590.3983146884865
55308374,590.001558218319
35175197,588.7736099472012
16206561,586.6584683969297
40319663,584.8503881187331
32759959,583.4318831530966
13804585,583.2533256832487
29720432,582.0654423914833
26652169,581.891783372329
35633880,581.32165257052
34690609,580.0628237291214
1058532,579.0601096907246
26635789,575.4838598515705
26380538,574.7001451898856
26380259,572.8320085590972
13695344,571.4345268699672
244373,571.0522137792176
13795668,566.6603390599993
12312713,566.5545680773797
36944706,566.2366736522606
35875120,564.9501813591139
24887260,564.3051678833493
26663950,563.8759113811515
46855696,563.4211482499807
35530232,562.292995252464
17017820,562.0291680223964
3032328,559.9316897365883
412444,559.5960543887098
29196451,558.2690921657219
